Source identifier ,Plume latitude (deg),Plume longitude (deg),Candidate identifier,Date of detection,Time of detection (UTC),Source type (best estimate),Sectors (IPCC),Qplume (kg/hr): Plume emissions,Sigma Qplume (kg/hr): Uncertainty for plume emissions
S00151,35.2463,-119.140383,ang20160912t205614-D,9/12/16,20:56,dairy/manure,3A2 Manure Management,237,75
S00151,35.2463,-119.140383,ang20170926t185024-B,9/26/17,18:50,dairy/manure,3A2 Manure Management,57,7
S00151,35.2463,-119.140383,ang20170926t214844-B,9/26/17,21:48,dairy/manure,3A2 Manure Management,40,12
S00152,35.901251,-119.319893,ang20160912t220638-A,9/12/16,22:06,dairy/manure,3A2 Manure Management,192,51
S00153,34.901527,-117.159958,ang20160913t190124-A,9/13/16,19:01,gas compressor,1B2 Oil & Natural Gas,188,30
S00156,35.95933,-119.372162,ang20160913t202108-B,9/13/16,20:21,dairy/manure,3A2 Manure Management,24,14
S00159,35.972715,-119.359036,ang20160913t203326-C,9/13/16,20:33,dairy/manure,3A2 Manure Management,173,86
S00160,35.987297,-119.326421,ang20160913t203326-B,9/13/16,20:33,dairy/manure,3A2 Manure Management,134,52
S00162,35.971095,-119.440056,ang20160913t204410-A,9/13/16,20:44,dairy/manure,3A2 Manure Management,,
S00164,35.973887,-119.439128,ang20160913t204410-C,9/13/16,20:44,dairy/manure,3A2 Manure Management,49,18
S00165,36.015331,-119.223279,ang20160913t204410-D,9/13/16,20:44,dairy/manure,3A2 Manure Management,35,13
S00171,36.028917,-119.324984,ang20160913t212101-E,9/13/16,21:21,dairy/manure,3A2 Manure Management,41,13
S00176,36.021558,-119.519462,ang20160913t213245-A,9/13/16,21:32,dairy/manure,3A2 Manure Management,153,70
S00176,36.021558,-119.519462,ang20170309t202411-A,3/9/17,20:24,dairy/manure,3A2 Manure Management,444,116
S00176,36.021558,-119.519462,ang20170616t212046-E,6/16/17,21:20,dairy/manure,3A2 Manure Management,478,222
S00177,36.032425,-119.510296,ang20160913t213245-B,9/13/16,21:32,dairy/manure - digester,3A2 Manure Management,234,113
S00177,36.032425,-119.510296,ang20161026t173255-B,10/26/16,17:32,dairy/manure - digester,3A2 Manure Management,,
S00177,36.032425,-119.510296,ang20161026t180214-B,10/26/16,18:02,dairy/manure - digester,3A2 Manure Management,,
S00177,36.032425,-119.510296,ang20170616t212046-A,6/16/17,21:20,dairy/manure - digester,3A2 Manure Management,272,102
S00177,36.032425,-119.510296,ang20170920t193250-A,9/20/17,19:32,dairy/manure - digester,3A2 Manure Management,183,47
S00177,36.032425,-119.510296,ang20170920t194154-A,9/20/17,19:41,dairy/manure - digester,3A2 Manure Management,235,59
S00177,36.032425,-119.510296,ang20170928t195131-B,9/28/17,19:51,dairy/manure - digester,3A2 Manure Management,,
S00178,36.039506,-119.397976,ang20160913t213245-C,9/13/16,21:32,dairy/manure,3A2 Manure Management,40,14
S00181,36.07614,-119.195497,ang20160913t213245-F,9/13/16,21:32,dairy/manure,3A2 Manure Management,46,26
S00183,36.048957,-119.455761,ang20160913t214607-C,9/13/16,21:46,dairy/manure,3A2 Manure Management,116,30
S00186,36.087875,-119.237017,ang20160913t214607-F,9/13/16,21:46,dairy/manure,3A2 Manure Management,96,46
S00191,36.115762,-119.362097,ang20160914t184032-A,9/14/16,18:40,dairy/manure,3A2 Manure Management,70,28
S00191,36.115762,-119.362097,ang20170616t210522-F,6/16/17,21:05,dairy/manure,3A2 Manure Management,59,10
S00192,36.125925,-119.341317,ang20160914t184032-B,9/14/16,18:40,dairy/manure,3A2 Manure Management,70,28
S00193,36.11623,-119.334158,ang20160914t184032-C,9/14/16,18:40,dairy/manure,3A2 Manure Management,70,28
S00193,36.11623,-119.334158,ang20170309t202411-F,3/9/17,20:24,dairy/manure,3A2 Manure Management,113,31
S00194,36.128471,-119.431081,ang20160914t185349-A,9/14/16,18:53,dairy/manure,3A2 Manure Management,89,17
S00195,36.156313,-119.240403,ang20160914t185349-B,9/14/16,18:53,dairy/manure,3A2 Manure Management,98,29
S00196,36.161055,-119.21783,ang20160914t185349-C,9/14/16,18:53,dairy/manure,3A2 Manure Management,66,10
S00198,37.123294,-120.363508,ang20160919t205955-A,9/19/16,20:59,dairy/manure,3A2 Manure Management,60,20
S00199,37.157279,-120.39167,ang20160919t205955-B,9/19/16,20:59,dairy/manure,3A2 Manure Management,822,280
S00200,37.208738,-120.463782,ang20160919t205955-C,9/19/16,20:59,dairy/manure,3A2 Manure Management,312,100
S00201,37.180219,-120.435275,ang20160919t211311-A,9/19/16,21:13,dairy/manure,3A2 Manure Management,108,64
S00203,36.0333,-119.404789,ang20160922t183143-B,9/22/16,18:31,dairy/manure,3A2 Manure Management,167,30
S00204,36.0388,-119.397933,ang20160922t183143-C,9/22/16,18:31,dairy/manure,3A2 Manure Management,143,55
S00204,36.0388,-119.397933,ang20170616t204313-B,6/16/17,20:43,dairy/manure,3A2 Manure Management,331,117
S00205,36.053206,-119.397717,ang20160922t184215-A,9/22/16,18:42,dairy/manure,3A2 Manure Management,59,16
S00205,36.053206,-119.397717,ang20160922t192359-B,9/22/16,19:23,dairy/manure,3A2 Manure Management,53,19
S00206,36.227194,-119.163803,ang20160922t184215-D,9/22/16,18:42,dairy/manure,3A2 Manure Management,119,44
S00207,36.156683,-119.283083,ang20160922t185237-A,9/22/16,18:52,dairy/manure,3A2 Manure Management,270,114
S00207,36.156683,-119.283083,ang20160922t193350-A,9/22/16,19:33,dairy/manure,3A2 Manure Management,220,34
S00208,36.212731,-119.199039,ang20160922t185237-B,9/22/16,18:52,dairy/manure,3A2 Manure Management,142,36
S00208,36.212731,-119.199039,ang20160922t201314-E,9/22/16,20:13,dairy/manure,3A2 Manure Management,80,22
S00208,36.212731,-119.199039,ang20160922t213141-E,9/22/16,21:31,dairy/manure,3A2 Manure Management,,
S00209,36.086742,-119.335558,ang20170616t204313-G,6/16/17,20:43,dairy/manure,3A2 Manure Management,120,10
S00210,36.115411,-119.290731,ang20160922t191333-B,9/22/16,19:13,dairy/manure,3A2 Manure Management,105,38
S00210,36.115411,-119.290731,ang20160922t203245-D,9/22/16,20:32,dairy/manure,3A2 Manure Management,57,2
S00211,36.15645,-119.265519,ang20160922t192359-E,9/22/16,19:23,dairy/manure,3A2 Manure Management,578,166
S00211,36.15645,-119.265519,ang20160922t193350-B,9/22/16,19:33,dairy/manure,3A2 Manure Management,68,23
S00212,36.228897,-119.163339,ang20160922t192359-G,9/22/16,19:23,dairy/manure,3A2 Manure Management,,
S00212,36.228897,-119.163339,ang20160922t200330-G,9/22/16,20:03,dairy/manure,3A2 Manure Management,55,11
S00213,36.231989,-119.165994,ang20160922t193350-C,9/22/16,19:33,dairy/manure,3A2 Manure Management,84,11
S00213,36.231989,-119.165994,ang20160922t200330-H,9/22/16,20:03,dairy/manure,3A2 Manure Management,68,16
S00214,36.213717,-119.166192,ang20160922t195333-A,9/22/16,19:53,dairy/manure,3A2 Manure Management,,
S00216,36.225906,-119.163628,ang20160922t200330-E,9/22/16,20:03,dairy/manure,3A2 Manure Management,70,33
S00217,36.226481,-119.163614,ang20170616t204313-M,6/16/17,20:43,dairy/manure,3A2 Manure Management,127,47
S00218,36.120294,-119.314661,ang20160922t201314-B,9/22/16,20:13,dairy/manure,3A2 Manure Management,60,10
S00219,36.156683,-119.28225,ang20160922t201314-C,9/22/16,20:13,dairy/manure,3A2 Manure Management,247,98
S00219,36.156683,-119.28225,ang20160922t205234-A,9/22/16,20:52,dairy/manure,3A2 Manure Management,72,5
S00219,36.156683,-119.28225,ang20160922t213141-D,9/22/16,21:31,dairy/manure,3A2 Manure Management,174,23
S00220,36.10245,-119.373447,ang20160922t202316-B,9/22/16,20:23,dairy/manure,3A2 Manure Management,355,116
S00220,36.10245,-119.373447,ang20170309t202411-E,3/9/17,20:24,dairy/manure,3A2 Manure Management,332,125
S00220,36.10245,-119.373447,ang20170616t210522-D,6/16/17,21:05,dairy/manure,3A2 Manure Management,848,264
S00220,36.10245,-119.373447,ang20170618t235257-B,6/18/17,23:52,dairy/manure,3A2 Manure Management,244,36
S00221,36.144926,-119.265033,ang20160922t203245-E,9/22/16,20:32,dairy/manure,3A2 Manure Management,86,10
S00222,36.15599,-119.239877,ang20160922t183143-F,9/22/16,18:31,dairy/manure,3A2 Manure Management,167,30
S00222,36.15599,-119.239877,ang20160922t203245-F,9/22/16,20:32,dairy/manure,3A2 Manure Management,,
S00223,36.227544,-119.1638,ang20160922t204244-B,9/22/16,20:42,dairy/manure,3A2 Manure Management,358,99
S00225,36.169633,-119.275167,ang20160922t194340-B,9/22/16,19:43,dairy/manure,3A2 Manure Management,98,37
S00226,36.1592,-119.264719,ang20160922t212208-A,9/22/16,21:22,dairy/manure,3A2 Manure Management,170,16
S00228,36.227544,-119.1638,ang20160922t204244-C,9/22/16,20:42,dairy/manure,3A2 Manure Management,98,16
S00229,36.070231,-119.389494,ang20160922t213141-A,9/22/16,21:31,dairy/manure,3A2 Manure Management,188,73
S00231,36.077042,-119.385425,ang20160922t213141-C,9/22/16,21:31,dairy/manure,3A2 Manure Management,215,81
S00231,36.077042,-119.385425,ang20170616t205457-C,6/16/17,20:54,dairy/manure,3A2 Manure Management,757,475
S00232,36.224978,-119.179433,ang20160922t201314-G,9/22/16,20:13,dairy/manure,3A2 Manure Management,97,17
S00233,36.226486,-119.180164,ang20160922t213141-F,9/22/16,21:31,dairy/manure,3A2 Manure Management,106,24
S00234,36.156758,-119.283103,ang20160922t214116-A,9/22/16,21:41,dairy/manure,3A2 Manure Management,,
S00238,36.35255952,-119.4956613,ang20160916t200814-A,9/16/16,20:08,dairy/manure,3A2 Manure Management,140,27
S00240,36.38761556,-119.3264825,ang20160916t200814-C,9/16/16,20:08,dairy/manure,3A2 Manure Management,266,63
S00244,36.38778237,-119.4226119,ang20160916t202433-D,9/16/16,20:24,dairy/manure,3A2 Manure Management,229,33
S00248,36.39318353,-119.379196,ang20160916t202433-H,9/16/16,20:24,landfill,4A1 Managed Waste Disposal Sites,585,118
S00251,36.41236031,-119.3673429,ang20160916t204345-B,9/16/16,20:43,dairy/manure,3A2 Manure Management,250,63
S00252,36.396226,-119.522608,ang20160916t205810-A,9/16/16,20:58,dairy/manure,3A2 Manure Management,109,34
S00258,36.45454256,-119.281599,ang20160916t211157-F,9/16/16,21:11,dairy/manure,3A2 Manure Management,109,29
S00259,36.45305909,-119.3989697,ang20160916t212645-A,9/16/16,21:26,dairy/manure,3A2 Manure Management,74,24
S00260,36.47185445,-119.2705719,ang20160916t212645-B,9/16/16,21:26,dairy/manure,3A2 Manure Management,144,18
S00264,36.471904,-119.343116,ang20160917t185714-A,9/17/16,18:57,dairy/manure,3A2 Manure Management,143,33
S00265,36.42610376,-119.7334187,ang20160917t191047-A,9/17/16,19:10,dairy/manure,3A2 Manure Management,,
S00267,36.41410765,-119.864372,ang20160917t192524-A,9/17/16,19:25,dairy/manure,3A2 Manure Management,,
S00268,36.44862248,-119.7539964,ang20160917t193841-A,9/17/16,19:38,dairy/manure,3A2 Manure Management,,
S00269,36.4560278,-119.7704082,ang20160917t193841-B,9/17/16,19:38,dairy/manure,3A2 Manure Management,,
S00270,36.43606256,-120.0102022,ang20160917t210125-A,9/17/16,21:01,dairy/manure,3A2 Manure Management,153,18
S00272,36.48266205,-120.074233,ang20160917t211125-B,9/17/16,21:11,dairy/manure,3A2 Manure Management,25,15
S00273,36.43666441,-119.98748,ang20160917t211125-C,9/17/16,21:11,dairy/manure,3A2 Manure Management,105,36
S00276,36.58302415,-120.0549883,ang20160919t182830-A,9/19/16,18:28,dairy/manure,3A2 Manure Management,62,24
S00277,36.53037497,-119.9751006,ang20160919t182830-B,9/19/16,18:28,dairy/manure,3A2 Manure Management,44,33
S00278,37.2696388,-120.3694012,ang20160919t193800-A,9/19/16,19:38,dairy/manure,3A2 Manure Management,94,21
S00280,37.21535288,-120.4233162,ang20160919t203241-A,9/19/16,20:32,dairy/manure,3A2 Manure Management,159,73
S00281,37.23318326,-120.4561616,ang20160919t204619-A,9/19/16,20:46,dairy/manure,3A2 Manure Management,104,21
S00284,37.16649246,-120.3741186,ang20160919t204619-D,9/19/16,20:46,dairy/manure,3A2 Manure Management,169,21
S00286,35.47495831,-119.431682,ang20161025t230649-A,10/25/16,23:06,dairy/manure,3A2 Manure Management,236,46
S00286,35.474958,-119.431682,ang20171113t215730-A,11/13/17,21:57,dairy/manure,3A2 Manure Management,,
S00288,36.0490891,-119.4559102,ang20161026t173255-A,10/26/16,17:32,dairy/manure,3A2 Manure Management,,
S00290,36.049166,-119.4560324,ang20161026t180214-A,10/26/16,18:02,dairy/manure,3A2 Manure Management,,
S00290,36.049166,-119.4560324,ang20170916t213842-A,9/16/17,21:38,dairy/manure,3A2 Manure Management,82,18
S00291,36.79266603,-120.2527614,ang20161026t182549-A,10/26/16,18:25,gas storage facility,1B2 Oil & Natural Gas,95,17
S00291,36.79266603,-120.2527614,ang20170620t173640-A,6/20/17,17:36,gas storage facility,1B2 Oil & Natural Gas,35,11
S00291,36.79266603,-120.2527614,ang20170620t174426-A,6/20/17,17:44,gas storage facility,1B2 Oil & Natural Gas,41,7
S00291,36.79266603,-120.2527614,ang20170909t191754-A,9/9/17,19:17,gas storage facility,1B2 Oil & Natural Gas,238,78
S00291,36.79266603,-120.2527614,ang20170910t175935-A,9/10/17,17:59,gas storage facility,1B2 Oil & Natural Gas,233,70
S00291,36.79266603,-120.2527614,ang20170919t202425-A,9/19/17,20:24,gas storage facility,1B2 Oil & Natural Gas,294,102
S00291,36.79266603,-120.2527614,ang20170919t203101-A,9/19/17,20:31,gas storage facility,1B2 Oil & Natural Gas,247,51
S00291,36.79266603,-120.2527614,ang20170919t203753-A,9/19/17,20:37,gas storage facility,1B2 Oil & Natural Gas,207,54
S00291,36.79266603,-120.2527614,ang20170928t202037-A,9/28/17,20:20,gas storage facility,1B2 Oil & Natural Gas,,
S00291,36.79266603,-120.2527614,ang20170930t184705-A,9/30/17,18:47,gas storage facility,1B2 Oil & Natural Gas,484,195
S00291,36.79266603,-120.2527614,ang20170930t185517-A,9/30/17,18:55,gas storage facility,1B2 Oil & Natural Gas,616,137
S00291,36.79266603,-120.2527614,ang20171007t205849-A,10/7/17,20:58,gas storage facility,1B2 Oil & Natural Gas,,
S00291,36.79266603,-120.2527614,ang20171007t210557-A,10/7/17,21:05,gas storage facility,1B2 Oil & Natural Gas,,
S00293,38.02069119,-122.1155932,ang20170910t200709-A,9/10/17,20:07,refinery,1A1 Energy Industries,69,30
S00295,34.02351125,-118.0344498,ang20161102t211652-A,11/2/16,21:16,gas LNG station,1B2 Oil & Natural Gas,257,62
S00296,36.18236644,-119.6592805,ang20161103t173708-A,11/3/16,17:37,dairy/manure,3A2 Manure Management,129,23
S00299,35.32914231,-119.6685722,ang20161029t195217-A,10/29/16,19:52,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,312,60
S00299,35.32914231,-119.6685722,ang20170902t212540-A,9/2/17,21:25,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,221,79
S00299,35.32914231,-119.6685722,ang20171013t204512-A,10/13/17,20:45,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,87,48
S00299,35.32914231,-119.6685722,ang20171013t211009-A,10/13/17,21:10,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,132,45
S00299,35.32914231,-119.6685722,ang20171013t212517-A,10/13/17,21:25,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,436,112
S00299,35.32914231,-119.6685722,ang20171013t213130-C,10/13/17,21:31,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,111,28
S00300,35.274846,-119.477539,ang20161029t204732-A,10/29/16,20:47,gas processing plant,1B2 Oil & Natural Gas,905,172
S00300,35.274846,-119.477539,ang20161029t205722-E,10/29/16,20:57,gas processing plant,1B2 Oil & Natural Gas,634,126
S00300,35.274846,-119.477539,ang20170615t230609-B,6/15/17,23:06,gas processing plant,1B2 Oil & Natural Gas,755,354
S00300,35.274846,-119.477539,ang20170615t234140-A,6/15/17,23:41,gas processing plant,1B2 Oil & Natural Gas,224,29
S00301,35.26815173,-119.4574308,ang20161029t204732-B,10/29/16,20:47,oil/gas gathering line,1B2 Oil & Natural Gas,522,75
S00302,35.24513485,-119.385514,ang20161029t204732-C,10/29/16,20:47,oil/gas gathering line,1B2 Oil & Natural Gas,391,78
S00303,35.28279601,-119.4968361,ang20161029t205722-D,10/29/16,20:57,oil/gas compressor,1B2 Oil & Natural Gas,237,37
S00304,35.455169,-119.048769,ang20161008t204651-E,10/8/16,20:46,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,1189,608
S00304,35.455169,-119.048769,ang20161008t210604-D,10/8/16,21:06,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,158,59
S00306,34.404278,-118.998494,ang20160930t211208-C,9/30/16,21:12,landfill,4A1 Managed Waste Disposal Sites,108,39
S00307,35.2806449,-119.4783614,ang20161029t205722-C,10/29/16,20:57,oil/gas compressor,1B2 Oil & Natural Gas,146,27
S00307,35.2806449,-119.4783614,ang20170615t233419-B,6/15/17,23:34,oil/gas compressor,1B2 Oil & Natural Gas,,
S00307,35.2806449,-119.4783614,ang20170620t164237-R,6/20/17,16:42,oil/gas compressor,1B2 Oil & Natural Gas,27,22
S00307,35.2806449,-119.4783614,ang20170620t164926-B,6/20/17,16:49,oil/gas compressor,1B2 Oil & Natural Gas,24,17
S00307,35.2806449,-119.4783614,ang20170620t165600-D,6/20/17,16:56,oil/gas compressor,1B2 Oil & Natural Gas,,
S00311,33.721644,-117.701161,ang20171023t192818-C,10/23/17,19:28,landfill,4A1 Managed Waste Disposal Sites,195,93
S00312,33.958939,-117.626281,ang20161001t191157-A,10/1/16,19:11,dairy/manure,3A2 Manure Management,81,17
S00314,34.327133,-118.516011,ang20161003t200520-A,10/3/16,20:05,landfill,4A1 Managed Waste Disposal Sites,1664,688
S00314,34.327133,-118.516011,ang20171016t195222-B,10/16/17,19:52,landfill,4A1 Managed Waste Disposal Sites,347,116
S00315,34.326006,-118.512997,ang20161003t201042-A,10/3/16,20:10,landfill,4A1 Managed Waste Disposal Sites,389,222
S00315,34.326006,-118.512997,ang20171010t191001-B,10/10/17,19:10,landfill,4A1 Managed Waste Disposal Sites,34,14
S00315,34.326006,-118.512997,ang20171016t175805-B,10/16/17,17:58,landfill,4A1 Managed Waste Disposal Sites,88,27
S00315,34.326006,-118.512997,ang20171016t185727-B,10/16/17,18:57,landfill,4A1 Managed Waste Disposal Sites,158,35
S00315,34.326006,-118.512997,ang20171016t194751-A,10/16/17,19:47,landfill,4A1 Managed Waste Disposal Sites,196,57
S00316,34.324311,-118.508542,ang20161003t201042-B,10/3/16,20:10,landfill,4A1 Managed Waste Disposal Sites,751,267
S00316,34.324311,-118.508542,ang20171016t175348-C,10/16/17,17:53,landfill,4A1 Managed Waste Disposal Sites,578,221
S00320,35.508199,-119.40716,ang20161001t205456-A,10/1/16,20:54,landfill,4A1 Managed Waste Disposal Sites,148,27
S00320,35.508199,-119.40716,ang20161001t205820-A,10/1/16,20:58,landfill,4A1 Managed Waste Disposal Sites,482,161
S00320,35.508199,-119.40716,ang20171010t204606-A,10/10/17,20:46,landfill,4A1 Managed Waste Disposal Sites,274,161
S00321,33.940411,-117.831592,ang20161006t180917-A,10/6/16,18:09,landfill,4A1 Managed Waste Disposal Sites,95,48
S00322,35.511695,-119.074463,ang20161008t204039-I,10/8/16,20:40,oil/gas pumpjack,1B2 Oil & Natural Gas,101,47
S00322,35.511695,-119.074463,ang20161008t211115-I,10/8/16,21:11,oil/gas pumpjack,1B2 Oil & Natural Gas,250,74
S00322,35.511695,-119.074463,ang20161008t213955-N,10/8/16,21:39,oil/gas pumpjack,1B2 Oil & Natural Gas,238,57
S00322,35.511695,-119.074463,ang20161025t192103-E,10/25/16,19:21,oil/gas pumpjack,1B2 Oil & Natural Gas,,
S00322,35.511695,-119.074463,ang20170615t223601-A,6/15/17,22:36,oil/gas pumpjack,1B2 Oil & Natural Gas,,
S00322,35.511695,-119.074463,ang20170908t211246-A,9/8/17,21:12,oil/gas pumpjack,1B2 Oil & Natural Gas,,
S00323,35.515579,-119.075784,ang20161008t202359-K,10/8/16,20:23,oil/gas pumpjack,1B2 Oil & Natural Gas,,
S00323,35.515579,-119.075784,ang20161008t204039-B,10/8/16,20:40,oil/gas pumpjack,1B2 Oil & Natural Gas,,
S00323,35.515579,-119.075784,ang20161008t211637-D,10/8/16,21:16,oil/gas pumpjack,1B2 Oil & Natural Gas,,
S00323,35.515579,-119.075784,ang20161008t213309-H,10/8/16,21:33,oil/gas pumpjack,1B2 Oil & Natural Gas,,
S00323,35.515579,-119.075784,ang20161008t213955-O,10/8/16,21:39,oil/gas pumpjack,1B2 Oil & Natural Gas,,
S00323,35.515579,-119.075784,ang20170908t211246-B,9/8/17,21:12,oil/gas pumpjack,1B2 Oil & Natural Gas,349,80
S00324,35.518333,-119.078181,ang20161008t202359-L,10/8/16,20:23,oil/gas tank,1B2 Oil & Natural Gas,356,126
S00324,35.518333,-119.078181,ang20161008t204039-J,10/8/16,20:40,oil/gas tank,1B2 Oil & Natural Gas,158,64
S00324,35.518333,-119.078181,ang20161008t211637-I,10/8/16,21:16,oil/gas tank,1B2 Oil & Natural Gas,169,34
S00324,35.518333,-119.078181,ang20161008t213309-I,10/8/16,21:33,oil/gas tank,1B2 Oil & Natural Gas,265,100
S00325,35.534,-119.083153,ang20161008t202359-M,10/8/16,20:23,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,724,190
S00325,35.534,-119.083153,ang20161008t204039-K,10/8/16,20:40,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,462,147
S00325,35.534,-119.083153,ang20161008t205502-L,10/8/16,20:55,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,279,143
S00325,35.534,-119.083153,ang20161008t213955-P,10/8/16,21:39,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,245,60
S00325,35.534,-119.083153,ang20161025t192103-J,10/25/16,19:21,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,714,214
S00326,35.456964,-119.054624,ang20161008t203001-C,10/8/16,20:30,oil/gas tank,1B2 Oil & Natural Gas,307,77
S00326,35.456964,-119.054624,ang20161008t210116-C,10/8/16,21:01,oil/gas tank,1B2 Oil & Natural Gas,319,139
S00326,35.456964,-119.054624,ang20161008t210604-E,10/8/16,21:06,oil/gas tank,1B2 Oil & Natural Gas,445,127
S00326,35.456964,-119.054624,ang20161025t193700-E,10/25/16,19:37,oil/gas tank,1B2 Oil & Natural Gas,117,20
S00327,35.457114,-119.049503,ang20161008t203001-D,10/8/16,20:30,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,599,138
S00328,35.455378,-119.049778,ang20161008t212326-F,10/8/16,21:23,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,295,121
S00329,35.530514,-119.077731,ang20161008t211637-J,10/8/16,21:16,oil/gas pumpjack,1B2 Oil & Natural Gas,186,46
S00330,35.456236,-119.05275,ang20161008t212326-C,10/8/16,21:23,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,800,227
S00332,35.459142,-119.053044,ang20161008t210116-A,10/8/16,21:01,oil/gas pumpjack,1B2 Oil & Natural Gas,117,22
S00332,35.459142,-119.053044,ang20161008t210604-A,10/8/16,21:06,oil/gas pumpjack,1B2 Oil & Natural Gas,95,18
S00332,35.459142,-119.053044,ang20161008t212326-A,10/8/16,21:23,oil/gas pumpjack,1B2 Oil & Natural Gas,95,18
S00332,35.459142,-119.053044,ang20161025t193700-F,10/25/16,19:37,oil/gas pumpjack,1B2 Oil & Natural Gas,123,81
S00333,35.530406,-119.080039,ang20161008t213955-Q,10/8/16,21:39,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,276,123
S00337,33.848681,-118.334075,ang20161011t222300-A,10/11/16,22:23,refinery,1A1 Energy Industries,2192,592
S00337,33.848681,-118.334075,ang20161011t222838-A,10/11/16,22:28,refinery,1A1 Energy Industries,1573,663
S00337,33.848681,-118.334075,ang20170901t205911-B,9/1/17,20:59,refinery,1A1 Energy Industries,207,45
S00337,33.848681,-118.334075,ang20171023t203609-A,10/23/17,20:36,refinery,1A1 Energy Industries,,
S00337,33.848681,-118.334075,ang20171024t184733-A,10/24/17,18:47,refinery,1A1 Energy Industries,153,69
S00337,33.848681,-118.334075,ang20171024t204657-C,10/24/17,20:46,refinery,1A1 Energy Industries,216,121
S00337,33.848681,-118.334075,ang20171024t210834-B,10/24/17,21:08,refinery,1A1 Energy Industries,117,42
S00337,33.848681,-118.334075,ang20171024t213114-B,10/24/17,21:31,refinery,1A1 Energy Industries,247,79
S00337,33.848681,-118.334075,ang20171024t215215-E,10/24/17,21:52,refinery,1A1 Energy Industries,186,67
S00342,35.597175,-118.967306,ang20161025t182854-A,10/25/16,18:28,oil/gas tank,1B2 Oil & Natural Gas,262,75
S00343,35.597075,-118.967122,ang20161025t183759-A,10/25/16,18:37,oil/gas tank,1B2 Oil & Natural Gas,62,28
S00344,35.490322,-118.886128,ang20161025t184653-E,10/25/16,18:46,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,231,40
S00345,35.492664,-118.890503,ang20161025t184653-B,10/25/16,18:46,oil/gas pumpjack,1B2 Oil & Natural Gas,108,86
S00346,35.492417,-118.897072,ang20161025t184653-C,10/25/16,18:46,oil/gas tank,1B2 Oil & Natural Gas,550,220
S00347,35.494728,-118.896617,ang20161025t184653-D,10/25/16,18:46,oil/gas gathering line,1B2 Oil & Natural Gas,102,50
S00349,35.515833,-119.038606,ang20161025t191331-F,10/25/16,19:13,oil/gas tank,1B2 Oil & Natural Gas,253,115
S00349,35.515833,-119.038606,ang20170905t192647-A,9/5/17,19:26,oil/gas tank,1B2 Oil & Natural Gas,425,151
S00349,35.515833,-119.038606,ang20171026t210059-C,10/26/17,21:00,oil/gas tank,1B2 Oil & Natural Gas,70,30
S00350,35.535731,-119.082503,ang20161025t191331-C,10/25/16,19:13,oil/gas pumpjack,1B2 Oil & Natural Gas,321,122
S00352,35.4733,-119.057749,ang20161008t203001-B,10/8/16,20:30,oil/gas tank,1B2 Oil & Natural Gas,175,40
S00352,35.4733,-119.057749,ang20161008t204651-B,10/8/16,20:46,oil/gas tank,1B2 Oil & Natural Gas,225,47
S00352,35.4733,-119.057749,ang20161025t192916-P,10/25/16,19:29,oil/gas tank,1B2 Oil & Natural Gas,224,124
S00353,35.462691,-119.050652,ang20161008t203001-A,10/8/16,20:30,oil/gas pumpjack,1B2 Oil & Natural Gas,191,61
S00353,35.462691,-119.050652,ang20161025t193700-C,10/25/16,19:37,oil/gas pumpjack,1B2 Oil & Natural Gas,102,24
S00355,35.375167,-119.08075,ang20161025t195150-B,10/25/16,19:51,refinery,1A1 Energy Industries,266,74
S00355,35.375167,-119.08075,ang20170902t181754-B,9/2/17,18:17,refinery,1A1 Energy Industries,52,18
S00357,35.371667,-119.076936,ang20161025t195642-B,10/25/16,19:56,refinery,1A1 Energy Industries,166,32
S00358,33.924489,-117.954456,ang20161006t175913-A,10/6/16,17:59,wastewater treatment,4D2 Industrial Wastewater Treatment & Discharge,39,21
S00360,35.28157118,-119.4808156,ang20161029t205722-B,10/29/16,20:57,oil/gas compressor,1B2 Oil & Natural Gas,253,72
S00360,35.28157118,-119.4808156,ang20170615t230609-D,6/15/17,23:06,oil/gas compressor,1B2 Oil & Natural Gas,199,110
S00360,35.28157118,-119.4808156,ang20170620t164237-Q,6/20/17,16:42,oil/gas compressor,1B2 Oil & Natural Gas,43,32
S00360,35.28157118,-119.4808156,ang20170620t164926-A,6/20/17,16:49,oil/gas compressor,1B2 Oil & Natural Gas,65,49
