New source,Source Latitude (deg),Source Longitude (deg),Plume Latitude (deg),Plume Longitude (deg),Candidate ID,Line name,Date of detection,Time of detection (UTC),Vista ID,Source type (best estimate),Sectors (IPCC),IME/L (kg/m),sIME (kg/m),u10 (m/s),su10 (m/s),Qplume (kg/hr)*,sQplume (kg/hr)*,Nearest facility
S00023,35.200662,-119.052348,35.200662,-119.052348,ang20170926t185024-A,ang20170926t185024,9/26/17,18:50:24,DAF000422,dairy/manure,3A2 Manure Management,0.043,0.02,1.93,0.09,299,136,Bear Mountain Dairy
S00023,35.200662,-119.052348,35.200662,-119.052348,ang20170926t214844-A,ang20170926t214844,9/26/17,21:48:44,DAF000422,dairy/manure,3A2 Manure Management,0.006,0.003,2.89,0.23,66,32,Bear Mountain Dairy
S00024,35.213923,-118.987962,35.213923,-118.987962,ang20160912t201952-C,ang20160912t201952,9/12/16,20:19:52,DAF000513,dairy/manure,3A2 Manure Management,0.009,0.004,3.72,0.2,122,54,Richmar Farms Dairy
S00025,35.175012,-119.124321,35.175012,-119.124321,ang20160912t201952-D,ang20160912t201952,9/12/16,20:19:52,DAF000104,dairy/manure,3A2 Manure Management,0.009,0.001,3.72,0.2,114,11,Carlos Echeverria & Sons Dairy
S00027,35.185952,-119.103418,35.185952,-119.103418,ang20160912t202647-F,ang20160912t202647,9/12/16,20:26:47,DAF000803,dairy/manure,3A2 Manure Management,0.014,0.002,3.72,0.2,184,23,T & W Farms Dairy
S00029,35.203947,-119.198909,35.203947,-119.198909,ang20160912t204141-A,ang20160912t204141,9/12/16,20:41:41,DAF000839,dairy/manure,3A2 Manure Management,0.047,0.015,3.28,0.48,559,197,Trilogy Dairy
S00030,35.21433,-119.207404,35.21433,-119.207404,ang20160912t204933-A,ang20160912t204933,9/12/16,20:49:33,DAF000681,dairy/manure,3A2 Manure Management,0.025,0.004,3.34,0.45,296,59,Lakeview Dairy
S00030,35.21433,-119.207404,35.21433,-119.207404,ang20170620t163015-E,ang20170620t163015,6/20/17,16:30:15,DAF000681,dairy/manure,3A2 Manure Management,0.015,0.005,0.88,0.25,,,Lakeview Dairy
S00031,35.214248,-119.209689,35.214248,-119.209689,ang20160912t204933-B,ang20160912t204933,9/12/16,20:49:33,DAF000681,dairy/manure,3A2 Manure Management,0.023,0.001,3.34,0.45,275,40,Palla Rosa Farm BV Dairy
S00032,35.202447,-119.198758,35.202447,-119.198758,ang20160912t204933-C,ang20160912t204933,9/12/16,20:49:33,DAF000839,dairy/manure,3A2 Manure Management,0.013,0.004,3.34,0.45,159,55,Trilogy Dairy
S00033,35.251414,-119.157174,35.251414,-119.157174,ang20160912t210406-A,ang20160912t210406,9/12/16,21:04:06,DAF000097,dairy/manure,3A2 Manure Management,0.013,0.003,3.97,0.19,188,48,Belonave Ranch
S00035,36.000466,-119.500932,36.000466,-119.500932,ang20160913t210755-A,ang20160913t210755,9/13/16,21:07:55,DAF000207,dairy/manure,3A2 Manure Management,0.05,0.016,1.63,0.37,294,114,Unknown dairy 2
S00036,35.99088,-119.491941,35.99088,-119.491941,ang20160913t210755-B,ang20160913t210755,9/13/16,21:07:55,DAF000207,dairy/manure,3A2 Manure Management,0.018,0.004,1.63,0.37,106,33,Unknown dairy 2 adjacent dairy waste water
S00037,36.018493,-119.416823,36.018493,-119.416823,ang20160913t210755-C,ang20160913t210755,9/13/16,21:07:55,DAF000611,dairy/manure,3A2 Manure Management,0.044,0.024,1.63,0.37,258,150,Meadowlake Dairy
S00037,36.018493,-119.416823,36.018493,-119.416823,ang20170616t204313-A,ang20170616t204313,6/16/17,20:43:13,DAF000611,dairy/manure,3A2 Manure Management,0.023,0.013,3.13,0.05,258,150,Meadowlake Dairy
S00038,36.044478,-119.21684,36.044478,-119.21684,ang20160913t210755-D,ang20160913t210755,9/13/16,21:07:55,DAF000182,dairy/manure,3A2 Manure Management,0.023,0.012,1.63,0.37,137,76,D & V Dairy
S00039,36.093493,-119.339671,36.093493,-119.339671,ang20160913t221144-A,ang20160913t221144,9/13/16,22:11:44,DAF000754,dairy/manure,3A2 Manure Management,0.01,0.002,0.65,0.3,,,Scheenstra Dairy
S00039,36.093493,-119.339671,36.093493,-119.339671,ang20170616t204313-H,ang20170616t204313,6/16/17,20:43:13,DAF000754,dairy/manure,3A2 Manure Management,0.01,0.001,3.13,0.05,117,8,Scheenstra Dairy
S00040,36.08125,-119.421266,36.08125,-119.421266,ang20160913t221144-C,ang20160913t221144,9/13/16,22:11:44,DAF000128,dairy/manure,3A2 Manure Management,0.008,0.003,0.65,0.3,,,Brian and James Jongsma Dairy
S00041,36.073456,-119.44093,36.073456,-119.44093,ang20160913t221144-D,ang20160913t221144,9/13/16,22:11:44,DAF000345,dairy/manure - digester,3A2 Manure Management,0.038,0.009,0.65,0.3,,,G.J. Te Velde Ranch Dairy
S00041,36.073456,-119.44093,36.073456,-119.44093,ang20161029t185045-A,ang20161029t185045,10/29/16,18:50:45,DAF000345,dairy/manure - digester,3A2 Manure Management,0.022,0.008,1.75,0.13,139,50,G.J. Te Velde Ranch Dairy
S00041,36.073456,-119.44093,36.073456,-119.44093,ang20161029t215438-A,ang20161029t215438,10/29/16,21:54:38,DAF000345,dairy/manure - digester,3A2 Manure Management,0.022,0.004,0.36,0.1,,,G.J. Te Velde Ranch Dairy
S00041,36.073456,-119.44093,36.073456,-119.44093,ang20170309t202411-D,ang20170309t202411,3/9/17,20:24:11,DAF000345,dairy/manure - digester,3A2 Manure Management,0.083,0.027,1.28,0.21,382,140,G.J. Te Velde Ranch Dairy
S00041,36.073456,-119.44093,36.073456,-119.44093,ang20170616t212046-C,ang20170616t212046,6/16/17,21:20:46,DAF000345,dairy/manure - digester,3A2 Manure Management,0.036,0.007,3.09,0.27,400,88,G.J. Te Velde Ranch Dairy
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20161008t172923-A,ang20161008t172923,10/8/16,17:29:23,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.017,0.006,1.47,0.17,92,31,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20170620t182524-A,ang20170620t182524,6/20/17,18:25:24,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.012,0.002,1.28,0.31,57,16,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20170831t174541-A,ang20170831t174541,8/31/17,17:45:41,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.005,0.002,2.02,0.15,37,15,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20170910t182751-D,ang20170910t182751,9/10/17,18:27:51,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.033,0.007,2.53,0.1,304,61,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20171006t192328-A,ang20171006t192328,10/6/17,19:23:28,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.032,0.011,0.66,0.09,,,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20171006t192854-A,ang20171006t192854,10/6/17,19:28:54,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.033,0.017,0.66,0.09,,,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20171006t193531-A,ang20171006t193531,10/6/17,19:35:31,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.023,0.006,0.66,0.09,,,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20171006t194116-A,ang20171006t194116,10/6/17,19:41:16,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.019,0.009,0.66,0.09,,,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20171007t194340-A,ang20171007t194340,10/7/17,19:43:40,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.008,0.004,1.69,0.06,49,22,MacDonald Island Gas Storage Facility
S00042,37.98643116,-121.4737459,37.98643116,-121.4737459,ang20171007t194907-A,ang20171007t194907,10/7/17,19:49:07,NSF000010,gas storage facility,1B2 Oil & Natural Gas,0.039,0.022,1.69,0.06,236,136,MacDonald Island Gas Storage Facility
S00043,36.078624,-119.441585,36.078624,-119.441585,ang20160913t221144-F,ang20160913t221144,9/13/16,22:11:44,DAF000345,dairy/manure,3A2 Manure Management,0.004,0.001,0.65,0.3,9,5,G.J. Te Velde Ranch Dairy
S00048,36.141361,-119.53598,36.141361,-119.53598,ang20160914t192133-B,ang20160914t192133,9/14/16,19:21:33,DAF000797,dairy/manure,3A2 Manure Management,0.04,0.011,1.85,0.34,266,86,Felicita Dairy
S00049,36.21583169,-119.1659152,36.21583169,-119.1659152,ang20160914t193619-A,ang20160914t193619,9/14/16,19:36:19,DAF000389,dairy/manure,3A2 Manure Management,0.009,0.002,2.67,0.36,90,22,Pacheco & Fagundes Dairy
S00050,36.20322082,-119.1910761,36.20322082,-119.1910761,ang20160914t193619-D,ang20160914t193619,9/14/16,19:36:19,DAF000676,dairy/manure,3A2 Manure Management,0.009,0.002,2.67,0.36,90,22,Unknown dairy 3
S00051,36.16529718,-119.5378538,36.16529718,-119.5378538,ang20160914t195048-C,ang20160914t195048,9/14/16,19:50:48,DAF000009,dairy/manure,3A2 Manure Management,0.043,0.008,1.85,0.34,284,75,Unknown dairy 4
S00053,36.16399143,-119.6924935,36.16399143,-119.6924935,ang20160914t200611-H,ang20160914t200611,9/14/16,20:06:11,NA,dairy/manure,3A2 Manure Management,0.007,0.001,2.11,0.2,57,7,Unknown dairy 5
S00054,36.182383,-119.659077,36.182383,-119.659077,ang20160914t202059-A,ang20160914t202059,9/14/16,20:20:59,NA,dairy/manure,3A2 Manure Management,0.003,0.001,0.88,0.16,11,3,Cloverdale Dairy
S00055,36.192615,-119.531047,36.192615,-119.531047,ang20160914t202059-B,ang20160914t202059,9/14/16,20:20:59,DAF000317,dairy/manure,3A2 Manure Management,0.029,0.009,0.88,0.16,,,Four Star Dairy
S00058,36.194112,-119.561,36.194112,-119.561,ang20160914t202059-E,ang20160914t202059,9/14/16,20:20:59,DAF000317,dairy/manure,3A2 Manure Management,0.011,0.001,0.88,0.16,,,Unknown dairy 6
S00060,36.205484,-119.532373,36.205484,-119.532373,ang20160914t203630-A,ang20160914t203630,9/14/16,20:36:30,DAF000317,dairy/manure,3A2 Manure Management,0.004,0.002,1.12,0.23,16,9,Mattos Brothers Dairy
S00063,36.207186,-119.696379,36.207186,-119.696379,ang20160914t205235-B,ang20160914t205235,9/14/16,20:52:35,NA,dairy/manure,3A2 Manure Management,0.026,0.012,1.04,0.2,,,Unknown dairy 8
S00065,36.215859,-119.607587,36.215859,-119.607587,ang20160914t205235-E,ang20160914t205235,9/14/16,20:52:35,NA,dairy/manure,3A2 Manure Management,0.026,0.012,1.04,0.2,,,Kansas Holstein Dairy
S00067,36.248562,-119.498216,36.248562,-119.498216,ang20160914t210910-B,ang20160914t210910,9/14/16,21:09:10,DAF000724,dairy/manure,3A2 Manure Management,0.018,0.004,2.49,0.51,159,46,Unknown dairy 10
S00068,36.229968,-119.613222,36.229968,-119.613222,ang20160914t210910-C,ang20160914t210910,9/14/16,21:09:10,NA,dairy/manure,3A2 Manure Management,0.03,0.011,2.49,0.51,269,114,Unknown dairy 11
S00070,36.221189,-119.685542,36.221189,-119.685542,ang20170916t194839-A,ang20170916t194839,9/16/17,19:48:39,NA,dairy/manure,3A2 Manure Management,0.017,0.009,1,0.17,,,Manuel & Alda Lawrence Dairy
S00071,36.242216,-119.548944,36.242216,-119.548944,ang20160914t210910-G,ang20160914t210910,9/14/16,21:09:10,DAF000142,dairy/manure,3A2 Manure Management,0.018,0.004,2.49,0.51,159,46,Valley View Dairy No. 2
S00074,36.276057,-119.452203,36.276057,-119.452203,ang20160914t214103-A,ang20160914t214103,9/14/16,21:41:03,DAF000326,dairy/manure,3A2 Manure Management,0.051,0.012,1.84,0.16,340,84,S & S Dairy
S00075,36.262286,-119.627813,36.262286,-119.627813,ang20160914t214103-B,ang20160914t214103,9/14/16,21:41:03,NA,dairy/manure,3A2 Manure Management,0.008,0.003,1.84,0.16,53,20,Diamond D LLC Dairy
S00075,36.262286,-119.627813,36.262286,-119.627813,ang20170916t190824-A,ang20170916t190824,9/16/17,19:08:24,NA,dairy/manure,3A2 Manure Management,0.017,0.001,1.33,0.15,84,12,Diamond D LLC Dairy
S00078,34.385725,-118.496705,34.385725,-118.496705,ang20160915t180022-B,ang20160915t180022,9/15/16,18:00:22,FLD000337,oil/gas tank,1B2 Oil & Natural Gas,0.013,0.002,1.7,0.49,78,26,Placerita Canyon Oil Field
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20160916t221543-C,ang20160916t221543,9/16/16,22:15:43,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.011,0.006,2.77,0.99,114,71,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20160917t181611-B,ang20160917t181611,9/17/16,18:16:11,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.06,0.032,1.05,0.39,,,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20160917t224332-A,ang20160917t224332,9/17/16,22:43:32,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.015,0.003,5.02,0.83,277,74,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20160925t201200-C,ang20160925t201200,9/25/16,20:12:00,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.01,0.003,7.48,0.91,264,95,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20161103t221806-B,ang20161103t221806,11/3/16,22:18:06,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.049,0.027,5.16,0.45,919,501,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20161103t222451-B,ang20161103t222451,11/3/16,22:24:51,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.059,0.02,5.16,0.45,1098,382,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20161103t224501-B,ang20161103t224501,11/3/16,22:45:01,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.051,0.02,5.16,0.45,948,388,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20161104t183025-B,ang20161104t183025,11/4/16,18:30:25,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.057,0.01,3.21,0.35,659,135,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20170309t214329-B,ang20170309t214329,3/9/17,21:43:29,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.037,0.015,3.44,0.73,462,206,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20170615t203702-A,ang20170615t203702,6/15/17,20:37:02,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.067,0.019,2.91,0.62,700,245,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20170619t003208-A,ang20170619t003208,6/19/17,0:32:08,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.064,0.016,3.66,0.83,844,281,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20170902t173429-B,ang20170902t173429,9/2/17,17:34:29,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.019,0.006,2.77,0.4,192,62,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20170905t222530-B,ang20170905t222530,9/5/17,22:25:30,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.03,0.013,2.48,0.49,265,126,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20170907t173553-B,ang20170907t173553,9/7/17,17:35:53,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.046,0.009,1.32,0.34,219,69,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20170907t181959-A,ang20170907t181959,9/7/17,18:19:59,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.029,0.007,1.73,0.57,180,74,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20170920t223620-B,ang20170920t223620,9/20/17,22:36:20,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.012,0.006,3.96,0.94,165,91,"Honor Rancho, main compressor"
S00080,34.447442,-118.58673,34.447442,-118.58673,ang20171007t221103-B,ang20171007t221103,10/7/17,22:11:03,NSF000003,gas compressor,1B2 Oil & Natural Gas,0.019,0.008,2.47,0.53,165,80,"Honor Rancho, main compressor"
S00081,36.499389,-119.617507,36.499389,-119.617507,ang20160917t200444-A,ang20160917t200444,9/17/16,20:04:44,DAF000792,wastewater treatment,4D2 Industrial Wastewater Treatment & Discharge,0.078,0.032,1.71,0.17,480,205,Harris Ranch  Meat Plant
S00082,36.413787,-119.86513,36.413787,-119.86513,ang20160917t213418-C,ang20160917t213418,9/17/16,21:34:18,DAF000334,dairy/manure,3A2 Manure Management,0.036,0.013,2.05,0.23,263,97,Frank S. Brown Co. Dairy
S00083,35.166557,-119.101862,35.166557,-119.101862,ang20161025t224252-A,ang20161025t224252,10/25/16,22:42:52,DAF000104,dairy/manure,3A2 Manure Management,0.036,0.01,2.96,0.06,387,109,Bidart Dairy No. 2
S00083,35.166557,-119.101862,35.166557,-119.101862,ang20161029t221748-A,ang20161029t221748,10/29/16,22:17:48,DAF000104,dairy/manure,3A2 Manure Management,0.028,0.009,4.68,0.14,471,152,Bidart Dairy No. 2
S00083,35.166557,-119.101862,35.166557,-119.101862,ang20170915t215255-B,ang20170915t215255,9/15/17,21:52:55,DAF000104,dairy/manure,3A2 Manure Management,0.014,0.003,2.53,0.51,129,37,Bidart Dairy No. 2
S00083,35.166557,-119.101862,35.166557,-119.101862,ang20170926t220655-B,ang20170926t220655,9/26/17,22:06:55,DAF000104,dairy/manure,3A2 Manure Management,0.008,0.003,2.45,0.16,73,23,Bidart Dairy No. 2
S00083,35.166557,-119.101862,35.166557,-119.101862,ang20171010t193506-A,ang20171010t193506,10/10/17,19:35:06,DAF000104,dairy/manure,3A2 Manure Management,0.01,0.001,2.95,0.44,103,22,Bidart Dairy No. 2
S00083,35.166557,-119.101862,35.166557,-119.101862,ang20171026t202604-B,ang20171026t202604,10/26/17,20:26:04,DAF000104,dairy/manure,3A2 Manure Management,0.024,0.005,2.81,0.1,243,54,Bidart Dairy No. 2
SLF024,34.482998,-120.124175,34.482998,-120.124175,ang20160930t221645-A,ang20160930t221645,9/30/16,22:16:45,LNF000623,landfill,4A1 Managed Waste Disposal Sites,0.011,0.005,3.96,0.79,152,82,Tajiguas Landfill
S00088,33.856182,-117.080339,33.856182,-117.080339,ang20161001t181046-A,ang20161001t181046,10/1/16,18:10:46,NA,dairy/manure,3A2 Manure Management,0.009,0.002,1.54,0.63,47,22,"Marvin & Marinus Oosten 
"
S00089,34.00208014,-117.6163532,34.00208014,-117.6163532,ang20161001t192737-C,ang20161001t192737,10/1/16,19:27:37,NA,dairy/manure,3A2 Manure Management,0.006,0.002,3.42,0.45,74,21,Possible top soil distributor
S00090,36.72430985,-120.233894,36.72430985,-120.233894,ang20161001t213736-A,ang20161001t213736,10/1/16,21:37:36,DAF000084,dairy/manure,3A2 Manure Management,0.005,0.002,5.57,0.13,103,48,Bar 20 Dairy No. 2 & 3
S00091,34.38050414,-118.4982154,34.38050414,-118.4982154,ang20161003t193609-A,ang20161003t193609,10/3/16,19:36:09,FLD000337,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.021,0.003,3.04,0.44,230,46,Placerita Canyon Oil Field
S00092,34.38515708,-118.4963171,34.38515708,-118.4963171,ang20161003t193609-B,ang20161003t193609,10/3/16,19:36:09,FLD000337,oil/gas tank,1B2 Oil & Natural Gas,0.012,0.003,3.04,0.44,136,35,Placerita Canyon Oil Field
S00094,38.04231377,-122.2522996,38.04231377,-122.2522996,ang20161005t184114-L,ang20161005t184114,10/5/16,18:41:14,REF000014,refinery,1A1 Energy Industries,0.028,0.012,2.36,0.52,239,113,Phillips 66 Refinery-Rodeo
S00094,38.04231377,-122.2522996,38.04231377,-122.2522996,ang20171005t181633-A,ang20171005t181633,10/5/17,18:16:33,REF000014,refinery,1A1 Energy Industries,0.032,0.009,1.5,0.61,171,85,Phillips 66 Refinery-Rodeo
S00094,38.04231377,-122.2522996,38.04231377,-122.2522996,ang20171005t182501-A,ang20171005t182501,10/5/17,18:25:01,REF000014,refinery,1A1 Energy Industries,0.02,0.004,1.5,0.61,108,48,Phillips 66 Refinery-Rodeo
S00094,38.04231377,-122.2522996,38.04231377,-122.2522996,ang20171005t183304-A,ang20171005t183304,10/5/17,18:33:04,REF000014,refinery,1A1 Energy Industries,0.025,0.005,1.5,0.61,133,60,Phillips 66 Refinery-Rodeo
S00094,38.04231377,-122.2522996,38.04231377,-122.2522996,ang20171005t184116-A,ang20171005t184116,10/5/17,18:41:16,REF000014,refinery,1A1 Energy Industries,0.022,0.003,1.5,0.61,118,50,Phillips 66 Refinery-Rodeo
S00094,38.04231377,-122.2522996,38.04231377,-122.2522996,ang20171006t201620-A,ang20171006t201620,10/6/17,20:16:20,REF000014,refinery,1A1 Energy Industries,0.032,0.015,1.9,1,218,152,Phillips 66 Refinery-Rodeo
S00098,37.936823,-122.404355,37.936823,-122.404355,ang20161005t194911-B,ang20161005t194911,10/5/16,19:49:11,REF000004,refinery,1A1 Energy Industries,0.022,0.005,2.07,0.47,163,53,Chevron Refinery - Richmond
S00099,37.94966,-122.396637,37.94966,-122.396637,ang20161005t194911-C,ang20161005t194911,10/5/16,19:49:11,REF000004,refinery,1A1 Energy Industries,0.113,0.034,2.07,0.47,843,317,Chevron Refinery - Richmond
S00099,37.94966,-122.396637,37.94966,-122.396637,ang20170910t212834-A,ang20170910t212834,9/10/17,21:28:34,REF000004,refinery,1A1 Energy Industries,0.049,0.01,2.1,1.11,370,209,Chevron Refinery - Richmond
S00099,37.94966,-122.396637,37.94966,-122.396637,ang20171005t174154-A,ang20171005t174154,10/5/17,17:41:54,REF000004,refinery,1A1 Energy Industries,0.097,0.031,0.9,0.4,,,Chevron Refinery - Richmond
SLF017,33.94178532,-117.8370573,33.94178532,-117.8370573,ang20161006t181839-B,ang20161006t181839,10/6/16,18:18:39,LNF000470,landfill,4A1 Managed Waste Disposal Sites,0.007,0.001,1.65,0.45,43,12,Olinda Alpha Landfill
S00102,33.99498414,-118.152085,33.99498414,-118.152085,ang20161006t184812-A,ang20161006t184812,10/6/16,18:48:12,LNG000013,gas LNG station,1B2 Oil & Natural Gas,0.029,0.006,1.31,0.25,139,37,Gas LNG Station
S00103,34.001603,-118.369336,34.001603,-118.369336,ang20161006t200146-A,ang20161006t200146,10/6/16,20:01:46,FLD000199,oil/gas tank,1B2 Oil & Natural Gas,0.013,0.003,2.71,0.39,126,32,Inglewood Oil & Gas Field
S00103,34.001603,-118.369336,34.001603,-118.369336,ang20170901t201246-C,ang20170901t201246,9/1/17,20:12:46,FLD000199,oil/gas tank,1B2 Oil & Natural Gas,0.009,0.003,2.46,0.46,78,29,Inglewood Oil & Gas Field
S00103,34.001603,-118.369336,34.001603,-118.369336,ang20170901t202358-A,ang20170901t202358,9/1/17,20:23:58,FLD000199,oil/gas tank,1B2 Oil & Natural Gas,0.008,0.002,2.81,0.13,84,16,Inglewood Oil & Gas Field
S00103,34.001603,-118.369336,34.001603,-118.369336,ang20171023t210905-D,ang20171023t210905,10/23/17,21:09:05,FLD000199,oil/gas tank,1B2 Oil & Natural Gas,0.007,0.002,1.14,0.79,31,23,Inglewood Oil & Gas Field
